Post date,Number of Views,Location,Company name,Job title,Category,Job type,Employment term,Required candidate level,Salary,Professional skills,Soft skills
28 April 2024,476,Yerevan,Alfa-Pharm CJSC,SMM specialist,Marketing/Advertising,Full time,Contract,Mid level,,"['Digital marketing', 'Strategic marketing', 'SMM', 'Marketing management']","['Time management', 'Problem solving', 'Creative thinking', 'Creativity']"
28 April 2024,460,Yerevan,Andava Digital Marketing Agency,Social Media Marketing Specialist,Marketing/Advertising,Full time,Permanent,Mid level,,"['Figma', 'Canva', 'Social Media Marketing']","['Detail-oriented', 'Goal-oriented', 'Quick learner', 'Responsibility']"
28 April 2024,435,Yerevan,Digitain,Financial Crime Compliance/AML Officer,Audit/Compliance,Full time,Permanent,Senior,,[],"['Negotiation  skills', 'Time management', 'Problem solving', 'Flexible', 'Detail-oriented', 'Analytical skills', 'Communication skills in different languages']"
28 April 2024,539,Yerevan,Acba Bank OJSC,Product Development Manager,Product/Project Management,Full time,Permanent,Senior,,"['Product management', 'Market analysis']",[]
28 April 2024,511,Yerevan,AAB Construction,Շենքերի շինարարության Աշխղեկ,Construction,Full time,Permanent,Mid level,,"['AutoCAD', 'Construction supervision', 'Revit']","['Design skills', 'Time management', 'Problem solving', 'Conflict resolution skills', 'Detail-oriented']"
28 April 2024,906,Yerevan,Mobile Centre,Online Sales Manager,Sales/service management,Full time,Permanent,Junior,,['MS Office'],"['Written communication skills', 'Time management', 'Customer/service oriented', 'Flexible', 'Fast orientation']"
10 April 2024,353,Yerevan,Viva-MTS (MTS Armenia CJSC),IoT-M2M and Wireless Products Specialist,Product/Project Management,Full time,Permanent,Mid level,,[],"['Creative thinking', 'Teamwork']"
28 April 2024,912,Yerevan,Siemens Industry Software CJSC,Junior Programmer Analyst,Data Research/Analysis,Full time,Permanent,Junior,,"['Power BI', 'Pandas']","['Problem solving', 'Analytical skills', 'Communication Skills']"
28 April 2024,600,Yerevan,Siemens Industry Software CJSC,Customer Support Marketing Coordinator,Marketing/Advertising,Full time,Permanent,Mid level,,['Advanced English knowledge'],"['Presentation skills', 'Teamwork']"
27 April 2024,446,Armavir,Equity LLC,Accountant,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,"['Computer knowledge', 'Accounting']","['Problem solving', 'Logical thinking', 'Teamwork']"
28 April 2024,363,Yerevan,Digitain,Fraud Analyst,Data Research/Analysis,Full time,Permanent,Mid level,,"['MS Excel', 'SQL', 'Power BI']","['Ability to work independently', 'Analytical skills', 'Multitasking']"
28 April 2024,271,Yerevan,Digitain,Senior Cost Control Analyst,Data Research/Analysis,Full time,Permanent,Senior,,"['MS Excel', 'SQL', 'Power BI']",['Analytical skills']
28 April 2024,420,Yerevan,Renco Armestate LLC,Project Quality Control Inspector for construction site,Construction,Full time,Permanent,Mid level,,['AutoCAD'],[]
28 April 2024,356,Yerevan,Digitain,Casino Risk Management Specialist,Finance Management,Full time,Permanent,Junior,,"['MS Excel', 'English', 'Russian language']","['Sense of responsibility', 'Quick learner', 'Team player']"
19 April 2024,684,Yerevan,IDBank CJSC,Որակի կառավարման թիմի ղեկավար,Banking/credit,Full time,Permanent,Senior,,['MS Power Point'],['Team management']
28 April 2024,410,Yerevan,S.A.V. GROUP LLC,Import Manager,Procurement/Logistics/Courier,Full time,Permanent,Senior,,[],['Negotiation  skills']
18 April 2024,736,Yerevan,SoftConstruct,Junior Business Data Analyst,Data Research/Analysis,Full time,Permanent,Mid level,,"['Analysis of statistical data', 'Data analysis']","['Written communication skills', 'Time management', 'Problem solving', 'Detail-oriented', 'Goal-oriented', 'Proactive', 'Reliability']"
28 April 2024,398,Yerevan,Ucraft,Digital Marketing Specialist - SpringBuilder Project,Marketing/Advertising,Full time,Permanent,Senior,,"['Digital marketing', 'SEO']",['Team player']
14 April 2024,152,Yeghegnadzor,AREGAK UCO CJSC,Ոսկերիչ գնահատող Եղեգնաձորի մասնաճյուղում,Banking/credit,Full time,Permanent,Mid level,,['CVSS'],[]
28 April 2024,146,Vedi,AREGAK UCO CJSC,Ոսկերիչ գնահատող Վեդիի մասնաճյուղում,Banking/credit,Full time,Permanent,Mid level,,['BABOK'],[]
27 April 2024,548,Yerevan,Digitain,Pre-Sales Consultant (English Speaking),Sales/service management,Full time,Permanent,Junior,,"['Sales', 'B2B sales', 'Support']","['Negotiation  skills', 'Research skills', 'Communication']"
27 April 2024,1040,Yerevan,DataArt Armenia,Product Manager/PO,Product/Project Management,Full time,Permanent,Senior,,['Product management'],['Teamwork']
27 April 2024,596,Yerevan,Ador Factory,Տեղադրման և սպասարկման բաժնի ղեկավար,Production,Full time,Permanent,Senior,,[],"['Personal branding', 'Negotiation  skills', 'Time management', 'Fast orientation', 'Sense of responsibility']"
27 April 2024,423,Yerevan,"""INGO ARMENIA"" Insurance CJSC",Մեթոդաբան,Insurance,Full time,Permanent,Mid level,,[],"['Time management', 'Analytical skills', 'Logical thinking']"
02 April 2024,327,Yerevan,"""Ardshinbank"" CJSC",Ներդրումային բանկինգի վաճառքների իրականացման ուղղության վերլուծաբան,Banking/credit,Full time,Permanent,Junior,,"['MS Office', 'LSBank']",['Bloomberg']
11 April 2024,544,Yerevan,UNDP Armenia Office,Public Sector Innovation Projects Analyst (Task Lead) - NPSA 8,Product/Project Management,Full time,Contract,Senior,,['Project management'],[]
27 April 2024,667,Yerevan,SPORTMASTER,Кассир,Retail business,Part time,Other,Mid level,From 85000 AMD Gross a month,[],"['Negotiation  skills', 'Conflict resolution skills', 'Customer/service oriented', 'Presentation skills', 'Managing a quality service']"
10 April 2024,488,Yerevan,UNDP Armenia Office,Innovative and Participatory Policymaking Project Analyst (Coordinator) - NPSA 9,Product/Project Management,Full time,Contract,Senior,,"['Project management', 'Budgeting']",[]
13 April 2024,322,Yeghvard,AREGAK UCO CJSC,Եղվարդի ներկայացուցչության փոխարինող օգնական,Administrative/office-work,Full time,Temporary,,,[],"['Hardworking', 'Polite']"
11 April 2024,348,Yerevan,"""Ardshinbank"" CJSC",Վաճառքի խումբ - Սպասարկող մասնագետ,Banking/credit,Full time,Permanent,Junior,,"['MS Windows, MS Office']",[]
27 April 2024,627,Yerevan,Գինու գործարան,Վարորդ   Առաքիչ,Sales/service management,Full time,Permanent,Senior,From 200000 AMD Net a month,['Driving'],"['Personal branding', 'Time management', 'Adaptability']"
11 April 2024,575,Yerevan,"""Ardshinbank"" CJSC",Զանգերի Կենտրոն Սպասարկող մասնագետ,Banking/credit,Full time,Permanent,Junior,,"['MS Windows, MS Office']",[]
26 April 2024,864,Yerevan,TUMO Center for Creative Technologies,ՄՌ կադրային գործավարության մասնագետ,Human Resources,Full time,Permanent,Mid level,,['Initiative'],['Hardworking']
27 April 2024,412,Yerevan,AAB Construction,Health and Safety Engineer (Building Construction),Construction,Full time,Permanent,Mid level,,"['AutoCAD', 'Employment & labour law of the RA']","['Negotiation  skills', 'Written communication skills', 'Time management', 'Problem solving', 'Conflict resolution skills', 'Teamwork']"
04 April 2024,334,Armavir,AREGAK UCO CJSC,Արմավիր մասնաճյուղի կառավարիչ,Banking/credit,Full time,Permanent,,,[],"['Negotiation  skills', 'Hardworking', 'Managing a quality service', 'Organizational skills']"
15 April 2024,702,Yerevan,Sartex CJSC,Financial controller,Finance Management,Full time,Permanent,C level,,"['ACCA', 'CFA']",[]
25 April 2024,560,Yerevan,ONE WAY TOUR,Մարքեթինգի մասնագետ,Marketing/Advertising,Full time,Permanent,Senior,,"['Adobe Photoshop', 'MS Office']",[]
27 April 2024,466,Yerevan,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,Բրոքերային ծառայության բեք – օֆիսի մասնագետ,Banking/credit,Full time,Permanent,,,"['1C', 'CRM']","['Teamwork', 'purposefulness']"
27 April 2024,622,Yerevan,AAB Construction,Data Analyst (Specialized in Excel and Power BI),Data Research/Analysis,Fixed term contract,Contract,Junior,,"['ArmSoft accounting software', 'MS Windows, MS Office', 'Power BI']","['Time management', 'Flexible', 'Detail-oriented', 'Analytical skills']"
27 April 2024,500,Yerevan,Ջենեսիս ՍՊԸ,Գանձապահ,Sales/service management,Full time,Permanent,Senior,,['Sales/service experience'],['Customer/service oriented']
27 April 2024,976,Yerevan,Իդրամ ՍՊԸ,B2B customer service specialist / 00:30-09:00 /,Sales/service management,Full time,Permanent,,,"['MS Windows, MS Office']","['Time management', 'Problem solving', 'Customer/service oriented', 'Detail-oriented', 'Teamwork', 'Communication Skills']"
27 April 2024,700,Yerevan,Իդրամ ՍՊԸ,"Call center and customer support specialist /11:00-20:00, 17:00-01:00, 00:00-09:00/",Sales/service management,Full time,Permanent,,,"['MS Windows, MS Office']","['Time management', 'Problem solving', 'Customer/service oriented', 'Teamwork', 'Ability to work under pressure', 'Hardworking', 'Punctuality', 'Communicability']"
27 April 2024,518,Yerevan,SoftConstruct,SMM Specialist/ VBET,Marketing/Advertising,Full time,Permanent,Junior,,['SMM'],"['Communication', 'Team player']"
26 April 2024,730,Yerevan,Questrade International Inc.,Quality Assurance Engineer,Quality Assurance /Control,Full time,Permanent,Mid level,,"['Automation testing approaches', 'JavaScript', 'SQL', 'Agile project management', 'API Testing']","['Positive attitude', 'Detail-oriented', 'Team player', 'english']"
27 April 2024,492,Yerevan,Acba Bank OJSC,Machine Learning Engineer (Mid-Level),Software development,Full time,Permanent,Mid level,,"['Python', 'SQL Server Administration']",[]
12 April 2024,385,Yerevan,AraratBank OJSC,Լիզինգային գործառնությունների բաժնի ավագ մասնագետ,Banking/credit,Full time,Permanent,Senior,,"['MS Office', 'ArmSoft Bank']","['Negotiation  skills', 'Time management', 'Customer/service oriented', 'Analytical skills']"
27 April 2024,639,Yerevan,SoftConstruct,Junior Risk Manager (Mixed shifts) / VBET,Other IT,Full time,Permanent,Junior,,['Experience in gambling/gaming'],"['Detail-oriented', 'Analytical skills']"
27 April 2024,349,Yerevan,TokenWin,Senior Affiliate Manager,Marketing/Advertising,Full time,Permanent,Senior,,"['MS Excel', 'Google analytics']","['Personal branding', 'Negotiation  skills', 'Teamwork']"
27 April 2024,324,Yerevan,Pano LLC,Հացուխ,Production,Full time,Permanent,Senior,,[],"['Leadership skills', 'Problem solving', 'Adaptability', 'Teamwork']"
27 April 2024,545,Tsaghkadzor,Eighty Eight Hotel and Spa,Sales Manager,Sales/service management,Full time,Permanent,Mid level,,"['Business relationship building', 'Incoming tourism', 'Business mailing']","['Negotiation  skills', 'Time management', 'Customer/service oriented']"
26 April 2024,570,Yerevan,Curato LLC,Հաշվետար,Sales/service management,Full time,Permanent,Mid level,180000 AMD - 200000 AMD Net a month,['Data processing'],"['Positive attitude', 'Time management', 'Detail-oriented', 'Teamwork']"
27 April 2024,577,Yerevan,Felinger Hotel Collection Yerevan,Receptionist,Tourism/Hospitality/HoReCa,Full time,Contract,Mid level,,['Business relationship building'],['Negotiation  skills']
27 April 2024,432,Yerevan,Felinger Hotel Collection Yerevan,Housekeeping Supervisor,Tourism/Hospitality/HoReCa,Full time,Contract,Mid level,,[],['Positive attitude']
27 April 2024,538,Yerevan,Felinger Hotel Collection Yerevan,Sales manager,Tourism/Hospitality/HoReCa,Full time,Contract,,,['Business management'],['Teamwork']
15 April 2024,429,Yerevan,TUMO Center for Creative Technologies,Learning Coach in Spitak (part time),Education/training,Part time,Permanent,,,['MS Office'],['Teamwork']
27 April 2024,421,Yerevan,Alfa-Pharm CJSC,Կատեգորիայի կրտսեր մենեջեր,Marketing/Advertising,Full time,Permanent,Mid level,,"['Merchandising', 'Analytics and research', 'Market analysis']","['Written communication skills', 'Creative thinking', 'Strategic thinking', 'Research skills']"
27 April 2024,869,Yerevan,Ucraft,Graphic Designer - Dream Project,UI/UX/Graphic Design,Full time,Permanent,Senior,,['Graphic Design'],['Design skills']
27 April 2024,559,Yerevan,Hytex Plastic,Chief Accountant,Accounting/Bookkeeping/Cash register,Full time,Contract,Senior,,['Business management'],['Leadership skills']
27 April 2024,440,Yerevan,Converse Bank,Head of Treasury,Banking/credit,Full time,Permanent,Senior,,['AS-Bank'],['Managerial skills']
12 April 2024,524,Yerevan,IDBank CJSC,«Գործառնական օր» համակարգի ադմինիստրատոր,Banking/credit,Full time,Permanent,Mid level,,"['Coding standards', 'LSoft']","['Time management', 'Detail-oriented']"
27 April 2024,568,Yerevan,Adjarabet.am,CRM Operations Officer,General/professional/Other services,Full time,Permanent,Mid level,,"['CRM', 'MS Excel', 'Data analysis', 'Tableau', 'Advanced English knowledge']","['Detail-oriented', 'Analytical skills', 'Teamwork', 'Reliability']"
27 April 2024,608,Yerevan,VENDA LLC,Merchandiser,Sales/service management,Full time,Permanent,Mid level,From 200000 AMD Net a month,"['Business relationship building', 'Merchandising']",[]
27 April 2024,697,Yerevan,VENDA LLC,Գլխավոր Հաշվապահի օգնական - Հաշվապահ,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,From 220000 AMD Net a month,"['AS-Accountant', 'AS Trade']",['Ability to work independently']
27 April 2024,641,Yerevan,AAB Construction,Project Manager,Product/Project Management,Full time,Permanent,Senior,,"['AutoCAD', 'Financial analysis']","['Negotiation  skills', 'Time management', 'Problem solving', 'Analytical skills']"
27 April 2024,535,Yerevan,Lumina Law LLC,Legal Case Manager (Civil Litigation),Legal,Full time,Permanent,,300000 AMD - 800000 AMD Net a month,"['Legal analysis', 'Drawing legal documents']","['Written communication skills', 'Time management', 'Detail-oriented']"
10 April 2024,445,Yerevan,Viva-MTS (MTS Armenia CJSC),Senior Network Engineer,System Admin/Engineer,Full time,Permanent,Senior,,['System and Network engineer'],"['Analytical skills', 'Teamwork']"
10 April 2024,415,Yerevan,Viva-MTS (MTS Armenia CJSC),Senior Datacenter Network Engineer,Network Administration,Full time,Permanent,Senior,,"['Datacenter management', 'CCNP', 'Cisco']","['Problem solving', 'Analytical skills', 'Teamwork', 'Fast orientation']"
27 April 2024,393,Yerevan,"""ASBC"" LLC",B2B Purchasing Manager,Procurement/Logistics/Courier,Full time,Permanent,,,['CRM'],"['Time management', 'Detail-oriented', 'Analytical skills']"
27 April 2024,378,Yerevan,"""ASBC"" LLC",Retail Sales Consultant,Retail business,Full time,Permanent,,,"['Sales/service experience', 'Retail sale']","['Positive attitude', 'Problem solving', 'Customer/service oriented', 'Teamwork', 'Security', 'Work under pressure']"
